,Total population,Hispanic or Latino,"Total population, not Hispanic or Latino",One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 2003, Block Group 2, Census Tract 253, San Francisco County, California",64,13,51,63,49,2,0,11,0,1,1
"Block 2004, Block Group 2, Census Tract 253, San Francisco County, California",45,3,42,40,37,0,0,3,0,0,5
"Block 2005, Block Group 2, Census Tract 253, San Francisco County, California",129,35,94,124,103,2,2,3,0,14,5
"Block 2006, Block Group 2, Census Tract 253, San Francisco County, California",82,9,73,78,66,2,0,7,0,3,4
"Block 2007, Block Group 2, Census Tract 253, San Francisco County, California",97,18,79,91,83,1,2,0,0,5,6
"Block 2008, Block Group 2, Census Tract 253, San Francisco County, California",91,6,85,85,65,1,0,15,0,4,6
"Block 2009, Block Group 2, Census Tract 253, San Francisco County, California",113,12,101,109,79,7,0,19,0,4,4
"Block 3000, Block Group 3, Census Tract 253, San Francisco County, California",219,103,116,213,145,13,0,17,1,37,6
"Block 3001, Block Group 3, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3002, Block Group 3, Census Tract 253, San Francisco County, California",110,21,89,90,72,1,0,13,2,2,20
"Block 3003, Block Group 3, Census Tract 253, San Francisco County, California",102,47,55,96,47,5,0,21,0,23,6
"Block 3004, Block Group 3, Census Tract 253, San Francisco County, California",121,71,50,119,55,0,2,24,3,35,2
"Block 3005, Block Group 3, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 253, San Francisco County, California",159,82,77,149,61,0,0,47,0,41,10
"Block 3007, Block Group 3, Census Tract 253, San Francisco County, California",151,57,94,142,84,3,9,20,0,26,9
"Block 3008, Block Group 3, Census Tract 253, San Francisco County, California",118,47,71,113,65,2,1,16,0,29,5
"Block 3009, Block Group 3, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3010, Block Group 3, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4000, Block Group 4, Census Tract 253, San Francisco County, California",200,60,140,187,134,1,4,19,0,29,13
"Block 4001, Block Group 4, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4002, Block Group 4, Census Tract 253, San Francisco County, California",137,39,98,127,89,1,4,27,0,6,10
"Block 4003, Block Group 4, Census Tract 253, San Francisco County, California",19,6,13,16,16,0,0,0,0,0,3
"Block 4004, Block Group 4, Census Tract 253, San Francisco County, California",459,197,262,421,292,14,6,37,1,71,38
"Block 4005, Block Group 4, Census Tract 253, San Francisco County, California",224,92,132,215,136,4,1,33,0,41,9
"Block 4006, Block Group 4, Census Tract 253, San Francisco County, California",63,9,54,63,31,13,0,16,0,3,0
"Block 4007, Block Group 4, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4008, Block Group 4, Census Tract 253, San Francisco County, California",126,42,84,111,47,7,0,36,0,21,15
"Block 4009, Block Group 4, Census Tract 253, San Francisco County, California",341,121,220,325,243,9,2,31,0,40,16
"Block 4010, Block Group 4, Census Tract 253, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 254.01, San Francisco County, California",147,36,111,136,113,1,2,5,8,7,11
"Block 1001, Block Group 1, Census Tract 254.01, San Francisco County, California",75,20,55,70,41,0,0,12,0,17,5
"Block 1002, Block Group 1, Census Tract 254.01, San Francisco County, California",134,54,80,130,57,6,1,34,0,32,4
"Block 1003, Block Group 1, Census Tract 254.01, San Francisco County, California",219,93,126,208,137,13,1,14,0,43,11
"Block 1004, Block Group 1, Census Tract 254.01, San Francisco County, California",123,26,97,108,94,3,0,10,0,1,15
"Block 1005, Block Group 1, Census Tract 254.01, San Francisco County, California",246,95,151,200,42,90,2,28,7,31,46
"Block 1006, Block Group 1, Census Tract 254.01, San Francisco County, California",316,211,105,287,126,5,1,36,0,119,29
"Block 1007, Block Group 1, Census Tract 254.01, San Francisco County, California",125,65,60,117,62,1,2,31,0,21,8
"Block 1008, Block Group 1, Census Tract 254.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 254.01, San Francisco County, California",68,17,51,68,32,12,0,17,0,7,0
"Block 2001, Block Group 2, Census Tract 254.01, San Francisco County, California",90,17,73,81,56,2,0,18,0,5,9
"Block 2002, Block Group 2, Census Tract 254.01, San Francisco County, California",75,21,54,69,54,3,0,7,0,5,6
"Block 2003, Block Group 2, Census Tract 254.01, San Francisco County, California",62,8,54,60,48,0,0,12,0,0,2
"Block 2004, Block Group 2, Census Tract 254.01, San Francisco County, California",94,34,60,78,57,5,1,5,0,10,16
"Block 2005, Block Group 2, Census Tract 254.01, San Francisco County, California",80,19,61,74,70,0,0,2,0,2,6
"Block 2006, Block Group 2, Census Tract 254.01, San Francisco County, California",36,3,33,36,32,1,0,0,0,3,0
"Block 2007, Block Group 2, Census Tract 254.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 254.01, San Francisco County, California",175,31,144,169,137,3,1,23,0,5,6
"Block 2009, Block Group 2, Census Tract 254.01, San Francisco County, California",248,84,164,220,170,0,0,22,0,28,28
"Block 3000, Block Group 3, Census Tract 254.01, San Francisco County, California",225,79,146,208,131,3,2,36,6,30,17
"Block 3001, Block Group 3, Census Tract 254.01, San Francisco County, California",15,9,6,14,4,0,0,0,0,10,1
"Block 3002, Block Group 3, Census Tract 254.01, San Francisco County, California",279,118,161,259,143,13,1,49,3,50,20
"Block 3003, Block Group 3, Census Tract 254.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3004, Block Group 3, Census Tract 254.01, San Francisco County, California",267,97,170,251,143,12,1,48,0,47,16
"Block 3005, Block Group 3, Census Tract 254.01, San Francisco County, California",63,42,21,63,38,0,0,8,0,17,0
"Block 3006, Block Group 3, Census Tract 254.01, San Francisco County, California",242,99,143,224,155,0,1,20,0,48,18
"Block 1000, Block Group 1, Census Tract 254.02, San Francisco County, California",37,28,9,34,13,0,0,3,0,18,3
"Block 1001, Block Group 1, Census Tract 254.02, San Francisco County, California",3,2,1,3,3,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 254.02, San Francisco County, California",32,13,19,28,19,0,0,3,0,6,4
"Block 1003, Block Group 1, Census Tract 254.02, San Francisco County, California",97,26,71,86,51,3,0,21,0,11,11
"Block 1004, Block Group 1, Census Tract 254.02, San Francisco County, California",84,9,75,78,53,1,0,22,2,0,6
"Block 1005, Block Group 1, Census Tract 254.02, San Francisco County, California",77,16,61,69,34,0,0,29,0,6,8
"Block 1006, Block Group 1, Census Tract 254.02, San Francisco County, California",80,13,67,80,43,4,1,31,1,0,0
"Block 1007, Block Group 1, Census Tract 254.02, San Francisco County, California",87,27,60,85,55,10,0,20,0,0,2
"Block 1008, Block Group 1, Census Tract 254.02, San Francisco County, California",90,22,68,77,40,6,0,18,0,13,13
"Block 1009, Block Group 1, Census Tract 254.02, San Francisco County, California",80,12,68,78,67,1,1,8,0,1,2
"Block 1010, Block Group 1, Census Tract 254.02, San Francisco County, California",117,30,87,113,55,1,0,47,1,9,4
"Block 1011, Block Group 1, Census Tract 254.02, San Francisco County, California",89,23,66,75,52,1,0,16,0,6,14
"Block 1012, Block Group 1, Census Tract 254.02, San Francisco County, California",81,19,62,76,32,9,0,22,0,13,5
"Block 1013, Block Group 1, Census Tract 254.02, San Francisco County, California",95,20,75,92,53,6,0,24,0,9,3
"Block 2000, Block Group 2, Census Tract 254.02, San Francisco County, California",86,17,69,74,54,1,2,17,0,0,12
"Block 2001, Block Group 2, Census Tract 254.02, San Francisco County, California",84,34,50,84,50,1,0,22,0,11,0
"Block 2002, Block Group 2, Census Tract 254.02, San Francisco County, California",37,26,11,37,16,0,0,6,0,15,0
"Block 2003, Block Group 2, Census Tract 254.02, San Francisco County, California",103,32,71,97,65,4,2,19,2,5,6
"Block 2004, Block Group 2, Census Tract 254.02, San Francisco County, California",14,3,11,14,8,6,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 254.02, San Francisco County, California",82,25,57,70,46,3,0,8,0,13,12
"Block 2006, Block Group 2, Census Tract 254.02, San Francisco County, California",46,14,32,46,23,0,0,19,0,4,0
"Block 2007, Block Group 2, Census Tract 254.02, San Francisco County, California",81,20,61,68,37,11,0,17,0,3,13
"Block 2008, Block Group 2, Census Tract 254.02, San Francisco County, California",82,11,71,79,39,9,2,24,0,5,3
"Block 2009, Block Group 2, Census Tract 254.02, San Francisco County, California",90,30,60,80,29,7,1,26,1,16,10
"Block 2010, Block Group 2, Census Tract 254.02, San Francisco County, California",92,14,78,90,39,11,0,33,0,7,2
"Block 2011, Block Group 2, Census Tract 254.02, San Francisco County, California",90,30,60,86,28,10,0,29,1,18,4
"Block 3000, Block Group 3, Census Tract 254.02, San Francisco County, California",102,25,77,95,61,11,0,10,5,8,7
"Block 3001, Block Group 3, Census Tract 254.02, San Francisco County, California",102,37,65,93,69,0,0,6,0,18,9
"Block 3002, Block Group 3, Census Tract 254.02, San Francisco County, California",106,32,74,94,68,2,0,7,3,14,12
"Block 3003, Block Group 3, Census Tract 254.02, San Francisco County, California",95,27,68,95,60,1,4,13,1,16,0
"Block 3004, Block Group 3, Census Tract 254.02, San Francisco County, California",83,20,63,76,40,0,0,23,0,13,7
"Block 3005, Block Group 3, Census Tract 254.02, San Francisco County, California",79,7,72,76,31,5,0,40,0,0,3
"Block 3006, Block Group 3, Census Tract 254.02, San Francisco County, California",160,92,68,153,37,25,12,40,0,39,7
"Block 3007, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3008, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3009, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3010, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3011, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3012, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3013, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3014, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3015, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3016, Block Group 3, Census Tract 254.02, San Francisco County, California",77,16,61,69,36,9,2,8,0,14,8
"Block 3017, Block Group 3, Census Tract 254.02, San Francisco County, California",73,26,47,69,33,8,0,15,0,13,4
"Block 3018, Block Group 3, Census Tract 254.02, San Francisco County, California",21,11,10,20,11,1,0,8,0,0,1
"Block 3019, Block Group 3, Census Tract 254.02, San Francisco County, California",78,14,64,67,22,5,0,34,0,6,11
"Block 3020, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3021, Block Group 3, Census Tract 254.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 254.03, San Francisco County, California",133,56,77,124,66,6,1,33,0,18,9
"Block 1001, Block Group 1, Census Tract 254.03, San Francisco County, California",160,92,68,145,88,1,6,11,0,39,15
"Block 1002, Block Group 1, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 254.03, San Francisco County, California",101,15,86,92,50,4,0,33,0,5,9
"Block 1004, Block Group 1, Census Tract 254.03, San Francisco County, California",82,23,59,73,40,2,0,25,0,6,9
"Block 1005, Block Group 1, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 254.03, San Francisco County, California",57,29,28,52,23,2,0,8,0,19,5
"Block 1007, Block Group 1, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 254.03, San Francisco County, California",62,7,55,62,47,0,0,15,0,0,0
"Block 1009, Block Group 1, Census Tract 254.03, San Francisco County, California",225,116,109,203,106,6,0,26,1,64,22
"Block 1010, Block Group 1, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 254.03, San Francisco County, California",244,137,107,218,126,6,0,32,0,54,26
"Block 1013, Block Group 1, Census Tract 254.03, San Francisco County, California",115,36,79,102,81,5,1,15,0,0,13
"Block 1014, Block Group 1, Census Tract 254.03, San Francisco County, California",49,11,38,45,30,3,0,10,2,0,4
"Block 1015, Block Group 1, Census Tract 254.03, San Francisco County, California",8,0,8,8,8,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 254.03, San Francisco County, California",54,11,43,48,45,1,0,2,0,0,6
"Block 1017, Block Group 1, Census Tract 254.03, San Francisco County, California",68,14,54,59,31,0,0,24,0,4,9
"Block 1018, Block Group 1, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 254.03, San Francisco County, California",63,11,52,59,25,1,0,29,0,4,4
"Block 1020, Block Group 1, Census Tract 254.03, San Francisco County, California",326,102,224,314,131,7,0,129,0,47,12
"Block 1021, Block Group 1, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 254.03, San Francisco County, California",176,56,120,165,38,9,7,94,0,17,11
"Block 2003, Block Group 2, Census Tract 254.03, San Francisco County, California",137,84,53,129,26,14,0,33,0,56,8
"Block 2004, Block Group 2, Census Tract 254.03, San Francisco County, California",631,185,446,595,126,156,4,202,25,82,36
"Block 2005, Block Group 2, Census Tract 254.03, San Francisco County, California",57,16,41,54,29,3,0,14,1,7,3
"Block 2006, Block Group 2, Census Tract 254.03, San Francisco County, California",103,43,60,101,28,8,1,38,0,26,2
"Block 2007, Block Group 2, Census Tract 254.03, San Francisco County, California",118,39,79,118,79,0,0,32,0,7,0
"Block 2008, Block Group 2, Census Tract 254.03, San Francisco County, California",102,38,64,99,59,5,1,16,0,18,3
"Block 2009, Block Group 2, Census Tract 254.03, San Francisco County, California",84,29,55,76,51,7,1,12,0,5,8
"Block 2010, Block Group 2, Census Tract 254.03, San Francisco County, California",338,159,179,328,184,0,2,75,0,67,10
"Block 2011, Block Group 2, Census Tract 254.03, San Francisco County, California",99,29,70,92,50,0,0,32,0,10,7
"Block 2012, Block Group 2, Census Tract 254.03, San Francisco County, California",104,42,62,95,23,6,1,35,0,30,9
"Block 2013, Block Group 2, Census Tract 254.03, San Francisco County, California",395,133,262,367,150,71,4,93,4,45,28
"Block 2014, Block Group 2, Census Tract 254.03, San Francisco County, California",3,0,3,3,2,1,0,0,0,0,0
"Block 2015, Block Group 2, Census Tract 254.03, San Francisco County, California",95,48,47,91,63,3,0,10,0,15,4
"Block 2016, Block Group 2, Census Tract 254.03, San Francisco County, California",78,33,45,69,32,1,2,16,0,18,9
"Block 2017, Block Group 2, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2018, Block Group 2, Census Tract 254.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 255, San Francisco County, California",81,34,47,75,57,0,0,4,2,12,6
"Block 1002, Block Group 1, Census Tract 255, San Francisco County, California",39,4,35,37,16,2,0,18,0,1,2
"Block 1003, Block Group 1, Census Tract 255, San Francisco County, California",170,65,105,160,82,4,0,40,3,31,10
"Block 1004, Block Group 1, Census Tract 255, San Francisco County, California",83,50,33,81,17,5,0,22,0,37,2
"Block 1005, Block Group 1, Census Tract 255, San Francisco County, California",298,127,171,270,119,0,2,114,0,35,28
"Block 1006, Block Group 1, Census Tract 255, San Francisco County, California",109,40,69,98,45,2,0,40,0,11,11
"Block 1007, Block Group 1, Census Tract 255, San Francisco County, California",38,3,35,35,18,0,0,17,0,0,3
"Block 1008, Block Group 1, Census Tract 255, San Francisco County, California",21,11,10,20,14,1,0,1,0,4,1
"Block 1009, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 255, San Francisco County, California",36,5,31,34,24,0,0,7,3,0,2
"Block 1013, Block Group 1, Census Tract 255, San Francisco County, California",65,22,43,62,32,0,0,23,0,7,3
"Block 1014, Block Group 1, Census Tract 255, San Francisco County, California",6,2,4,6,4,0,0,2,0,0,0
"Block 1015, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 255, San Francisco County, California",25,7,18,25,6,1,0,15,0,3,0
"Block 1017, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1018, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 255, San Francisco County, California",65,41,24,64,40,0,2,19,0,3,1
"Block 1020, Block Group 1, Census Tract 255, San Francisco County, California",54,16,38,49,20,0,0,20,0,9,5
"Block 1021, Block Group 1, Census Tract 255, San Francisco County, California",110,24,86,108,30,0,0,69,0,9,2
"Block 1022, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 255, San Francisco County, California",47,6,41,45,6,5,0,33,0,1,2
"Block 1024, Block Group 1, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1025, Block Group 1, Census Tract 255, San Francisco County, California",130,76,54,126,42,2,0,38,0,44,4
"Block 2000, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2007, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2010, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2013, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2014, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2015, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2016, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2017, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2018, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2019, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2020, Block Group 2, Census Tract 255, San Francisco County, California",93,39,54,93,45,5,0,30,0,13,0
"Block 2021, Block Group 2, Census Tract 255, San Francisco County, California",49,7,42,49,26,0,0,23,0,0,0
"Block 2022, Block Group 2, Census Tract 255, San Francisco County, California",124,47,77,119,62,0,3,38,5,11,5
"Block 2023, Block Group 2, Census Tract 255, San Francisco County, California",63,11,52,62,23,0,0,31,0,8,1
"Block 2024, Block Group 2, Census Tract 255, San Francisco County, California",208,44,164,199,55,12,0,115,0,17,9
"Block 2025, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2026, Block Group 2, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2027, Block Group 2, Census Tract 255, San Francisco County, California",229,54,175,215,69,1,0,136,2,7,14
"Block 2028, Block Group 2, Census Tract 255, San Francisco County, California",189,61,128,179,47,0,0,110,0,22,10
"Block 2029, Block Group 2, Census Tract 255, San Francisco County, California",80,13,67,80,16,0,0,57,0,7,0
"Block 2030, Block Group 2, Census Tract 255, San Francisco County, California",127,60,67,122,46,4,0,43,2,27,5
"Block 3000, Block Group 3, Census Tract 255, San Francisco County, California",74,10,64,72,30,3,1,38,0,0,2
"Block 3001, Block Group 3, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3002, Block Group 3, Census Tract 255, San Francisco County, California",54,15,39,49,23,0,0,20,0,6,5
"Block 3003, Block Group 3, Census Tract 255, San Francisco County, California",168,45,123,159,86,5,2,52,0,14,9
"Block 3004, Block Group 3, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3005, Block Group 3, Census Tract 255, San Francisco County, California",231,62,169,216,73,0,2,129,0,12,15
"Block 3006, Block Group 3, Census Tract 255, San Francisco County, California",201,71,130,190,79,3,0,85,0,23,11
"Block 3007, Block Group 3, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3008, Block Group 3, Census Tract 255, San Francisco County, California",165,50,115,160,53,2,3,85,0,17,5
"Block 3009, Block Group 3, Census Tract 255, San Francisco County, California",207,73,134,197,72,0,4,95,0,26,10
"Block 4000, Block Group 4, Census Tract 255, San Francisco County, California",219,57,162,206,86,3,0,104,0,13,13
"Block 4001, Block Group 4, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4002, Block Group 4, Census Tract 255, San Francisco County, California",176,36,140,175,42,1,0,109,0,23,1
"Block 4003, Block Group 4, Census Tract 255, San Francisco County, California",170,42,128,165,46,0,3,100,0,16,5
"Block 4004, Block Group 4, Census Tract 255, San Francisco County, California",195,75,120,181,42,12,0,95,0,32,14
"Block 4005, Block Group 4, Census Tract 255, San Francisco County, California",150,58,92,144,36,2,0,60,0,46,6
"Block 4006, Block Group 4, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4007, Block Group 4, Census Tract 255, San Francisco County, California",118,30,88,110,42,2,0,55,0,11,8
"Block 4008, Block Group 4, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 5000, Block Group 5, Census Tract 255, San Francisco County, California",129,36,93,112,38,4,1,56,0,13,17
"Block 5001, Block Group 5, Census Tract 255, San Francisco County, California",146,37,109,144,66,0,1,67,0,10,2
"Block 5002, Block Group 5, Census Tract 255, San Francisco County, California",30,8,22,28,15,0,0,13,0,0,2
"Block 5003, Block Group 5, Census Tract 255, San Francisco County, California",34,10,24,33,13,0,2,15,0,3,1
"Block 5004, Block Group 5, Census Tract 255, San Francisco County, California",140,61,79,130,73,3,0,45,0,9,10
"Block 5005, Block Group 5, Census Tract 255, San Francisco County, California",50,27,23,48,20,0,0,14,0,14,2
"Block 5006, Block Group 5, Census Tract 255, San Francisco County, California",168,71,97,165,70,6,0,68,0,21,3
"Block 5007, Block Group 5, Census Tract 255, San Francisco County, California",145,51,94,134,48,7,0,59,0,20,11
"Block 5008, Block Group 5, Census Tract 255, San Francisco County, California",363,103,260,353,107,2,1,189,0,54,10
"Block 5009, Block Group 5, Census Tract 255, San Francisco County, California",168,85,83,164,64,6,1,54,0,39,4
"Block 5010, Block Group 5, Census Tract 255, San Francisco County, California",121,54,67,110,47,0,0,37,0,26,11
"Block 6000, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6001, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6002, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6003, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6004, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6005, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6006, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6007, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6008, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6009, Block Group 6, Census Tract 255, San Francisco County, California",103,55,48,96,69,0,1,25,0,1,7
"Block 6010, Block Group 6, Census Tract 255, San Francisco County, California",180,63,117,180,71,0,1,69,2,37,0
"Block 6011, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6012, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6013, Block Group 6, Census Tract 255, San Francisco County, California",36,29,7,28,9,0,0,2,0,17,8
"Block 6014, Block Group 6, Census Tract 255, San Francisco County, California",34,23,11,34,31,1,0,2,0,0,0
"Block 6015, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6016, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 6017, Block Group 6, Census Tract 255, San Francisco County, California",83,29,54,79,28,1,0,45,0,5,4
"Block 6018, Block Group 6, Census Tract 255, San Francisco County, California",311,74,237,294,124,5,0,133,0,32,17
"Block 6019, Block Group 6, Census Tract 255, San Francisco County, California",62,10,52,60,18,0,0,38,0,4,2
"Block 6020, Block Group 6, Census Tract 255, San Francisco County, California",53,31,22,50,25,0,0,15,0,10,3
"Block 6021, Block Group 6, Census Tract 255, San Francisco County, California",53,18,35,53,30,0,1,18,0,4,0
"Block 6022, Block Group 6, Census Tract 255, San Francisco County, California",143,34,109,141,74,1,1,48,1,16,2
"Block 6023, Block Group 6, Census Tract 255, San Francisco County, California",297,52,245,273,84,4,7,169,0,9,24
"Block 6024, Block Group 6, Census Tract 255, San Francisco County, California",124,20,104,115,38,0,2,70,0,5,9
"Block 6025, Block Group 6, Census Tract 255, San Francisco County, California",1,0,1,1,0,1,0,0,0,0,0
"Block 6026, Block Group 6, Census Tract 255, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
