,Total population,Hispanic or Latino,"Total population, not Hispanic or Latino",One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 6027, Block Group 6, Census Tract 255, San Francisco County, California",65,16,49,61,31,0,0,20,0,10,4
"Block 6028, Block Group 6, Census Tract 255, San Francisco County, California",66,20,46,62,17,0,0,32,0,13,4
"Block 6029, Block Group 6, Census Tract 255, San Francisco County, California",191,34,157,185,73,3,1,101,0,7,6
"Block 6030, Block Group 6, Census Tract 255, San Francisco County, California",110,33,77,104,38,0,1,57,0,8,6
"Block 6031, Block Group 6, Census Tract 255, San Francisco County, California",128,45,83,119,47,7,0,47,0,18,9
"Block 6032, Block Group 6, Census Tract 255, San Francisco County, California",270,73,197,257,90,6,0,130,0,31,13
"Block 1000, Block Group 1, Census Tract 256, San Francisco County, California",285,117,168,271,89,6,1,123,0,52,14
"Block 1001, Block Group 1, Census Tract 256, San Francisco County, California",210,50,160,202,42,0,1,132,0,27,8
"Block 1002, Block Group 1, Census Tract 256, San Francisco County, California",152,43,109,147,40,5,1,77,0,24,5
"Block 1003, Block Group 1, Census Tract 256, San Francisco County, California",140,37,103,139,28,0,0,90,0,21,1
"Block 1004, Block Group 1, Census Tract 256, San Francisco County, California",81,19,62,81,11,2,0,50,4,14,0
"Block 1005, Block Group 1, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 256, San Francisco County, California",402,165,237,368,82,4,0,200,0,82,34
"Block 1011, Block Group 1, Census Tract 256, San Francisco County, California",233,85,148,223,65,4,4,108,0,42,10
"Block 1012, Block Group 1, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 256, San Francisco County, California",53,27,26,52,7,0,9,21,0,15,1
"Block 1014, Block Group 1, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1015, Block Group 1, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 256, San Francisco County, California",41,31,10,41,0,1,0,10,0,30,0
"Block 2000, Block Group 2, Census Tract 256, San Francisco County, California",83,9,74,83,17,4,0,62,0,0,0
"Block 2001, Block Group 2, Census Tract 256, San Francisco County, California",34,4,30,34,4,0,0,28,0,2,0
"Block 2002, Block Group 2, Census Tract 256, San Francisco County, California",125,18,107,124,14,8,0,96,0,6,1
"Block 2003, Block Group 2, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 256, San Francisco County, California",154,5,149,145,18,4,1,120,0,2,9
"Block 2005, Block Group 2, Census Tract 256, San Francisco County, California",121,23,98,117,31,0,2,70,0,14,4
"Block 2006, Block Group 2, Census Tract 256, San Francisco County, California",147,16,131,143,32,5,0,106,0,0,4
"Block 2007, Block Group 2, Census Tract 256, San Francisco County, California",117,5,112,117,5,7,0,101,4,0,0
"Block 2008, Block Group 2, Census Tract 256, San Francisco County, California",148,12,136,146,8,7,0,113,7,11,2
"Block 2009, Block Group 2, Census Tract 256, San Francisco County, California",95,11,84,94,13,0,0,75,0,6,1
"Block 2010, Block Group 2, Census Tract 256, San Francisco County, California",110,32,78,102,26,3,0,55,0,18,8
"Block 3000, Block Group 3, Census Tract 256, San Francisco County, California",116,27,89,112,27,9,0,68,0,8,4
"Block 3001, Block Group 3, Census Tract 256, San Francisco County, California",122,34,88,120,33,8,7,61,0,11,2
"Block 3002, Block Group 3, Census Tract 256, San Francisco County, California",103,31,72,90,19,3,0,47,2,19,13
"Block 3003, Block Group 3, Census Tract 256, San Francisco County, California",129,50,79,114,30,8,0,40,0,36,15
"Block 3004, Block Group 3, Census Tract 256, San Francisco County, California",98,20,78,95,49,2,2,38,0,4,3
"Block 3005, Block Group 3, Census Tract 256, San Francisco County, California",133,21,112,122,34,2,0,72,0,14,11
"Block 3006, Block Group 3, Census Tract 256, San Francisco County, California",121,25,96,115,38,0,2,71,0,4,6
"Block 3007, Block Group 3, Census Tract 256, San Francisco County, California",120,31,89,117,43,1,1,51,0,21,3
"Block 3008, Block Group 3, Census Tract 256, San Francisco County, California",104,17,87,101,24,10,1,52,0,14,3
"Block 4000, Block Group 4, Census Tract 256, San Francisco County, California",423,167,256,395,100,16,5,170,0,104,28
"Block 4001, Block Group 4, Census Tract 256, San Francisco County, California",228,88,140,222,58,4,0,95,0,65,6
"Block 4002, Block Group 4, Census Tract 256, San Francisco County, California",179,36,143,160,49,7,0,85,1,18,19
"Block 4003, Block Group 4, Census Tract 256, San Francisco County, California",238,54,184,227,38,7,1,150,0,31,11
"Block 4004, Block Group 4, Census Tract 256, San Francisco County, California",36,12,24,34,7,0,0,18,0,9,2
"Block 4005, Block Group 4, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4006, Block Group 4, Census Tract 256, San Francisco County, California",257,112,145,239,30,1,6,125,0,77,18
"Block 4007, Block Group 4, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4008, Block Group 4, Census Tract 256, San Francisco County, California",236,72,164,220,53,7,2,117,1,40,16
"Block 4009, Block Group 4, Census Tract 256, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4010, Block Group 4, Census Tract 256, San Francisco County, California",89,28,61,84,25,0,0,48,0,11,5
"Block 4011, Block Group 4, Census Tract 256, San Francisco County, California",48,4,44,48,14,0,0,34,0,0,0
"Block 4012, Block Group 4, Census Tract 256, San Francisco County, California",107,34,73,107,50,2,0,51,0,4,0
"Block 1000, Block Group 1, Census Tract 257.01, San Francisco County, California",558,146,412,543,129,9,0,326,19,60,15
"Block 1001, Block Group 1, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 257.01, San Francisco County, California",85,14,71,79,23,1,0,46,0,9,6
"Block 1004, Block Group 1, Census Tract 257.01, San Francisco County, California",79,22,57,77,32,0,0,36,0,9,2
"Block 1005, Block Group 1, Census Tract 257.01, San Francisco County, California",83,9,74,83,18,6,0,54,0,5,0
"Block 1006, Block Group 1, Census Tract 257.01, San Francisco County, California",140,17,123,138,19,6,1,89,12,11,2
"Block 1007, Block Group 1, Census Tract 257.01, San Francisco County, California",109,19,90,105,34,7,0,60,0,4,4
"Block 1008, Block Group 1, Census Tract 257.01, San Francisco County, California",214,38,176,194,62,3,0,122,1,6,20
"Block 1009, Block Group 1, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 257.01, San Francisco County, California",1,0,1,1,0,1,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2007, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2010, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2013, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2014, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2015, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2016, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2017, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2018, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2019, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2020, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2021, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2022, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2023, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2024, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2025, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2026, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2027, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2028, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2029, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2030, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2031, Block Group 2, Census Tract 257.01, San Francisco County, California",60,20,40,60,10,13,0,19,0,18,0
"Block 2032, Block Group 2, Census Tract 257.01, San Francisco County, California",218,39,179,218,21,11,0,163,0,23,0
"Block 2033, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2034, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2035, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2036, Block Group 2, Census Tract 257.01, San Francisco County, California",95,43,52,95,27,0,0,46,0,22,0
"Block 2037, Block Group 2, Census Tract 257.01, San Francisco County, California",208,62,146,195,39,10,0,121,0,25,13
"Block 2038, Block Group 2, Census Tract 257.01, San Francisco County, California",243,59,184,240,34,12,0,152,0,42,3
"Block 2039, Block Group 2, Census Tract 257.01, San Francisco County, California",117,28,89,108,10,4,5,67,0,22,9
"Block 2040, Block Group 2, Census Tract 257.01, San Francisco County, California",32,2,30,32,0,0,0,30,0,2,0
"Block 2041, Block Group 2, Census Tract 257.01, San Francisco County, California",191,32,159,188,26,4,4,140,0,14,3
"Block 2042, Block Group 2, Census Tract 257.01, San Francisco County, California",150,17,133,147,18,4,0,113,0,12,3
"Block 2043, Block Group 2, Census Tract 257.01, San Francisco County, California",139,15,124,138,34,0,0,104,0,0,1
"Block 2044, Block Group 2, Census Tract 257.01, San Francisco County, California",131,41,90,128,25,6,0,65,0,32,3
"Block 2045, Block Group 2, Census Tract 257.01, San Francisco County, California",122,23,99,122,32,7,0,71,0,12,0
"Block 2046, Block Group 2, Census Tract 257.01, San Francisco County, California",157,18,139,149,45,6,0,96,1,1,8
"Block 2047, Block Group 2, Census Tract 257.01, San Francisco County, California",237,68,169,225,52,7,2,128,1,35,12
"Block 2048, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2049, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2050, Block Group 2, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 257.01, San Francisco County, California",67,13,54,67,14,0,0,45,0,8,0
"Block 3001, Block Group 3, Census Tract 257.01, San Francisco County, California",147,46,101,145,37,6,2,80,0,20,2
"Block 3002, Block Group 3, Census Tract 257.01, San Francisco County, California",121,24,97,119,28,0,0,77,0,14,2
"Block 3003, Block Group 3, Census Tract 257.01, San Francisco County, California",129,29,100,124,31,4,0,83,0,6,5
"Block 3004, Block Group 3, Census Tract 257.01, San Francisco County, California",96,22,74,95,26,0,0,58,0,11,1
"Block 3005, Block Group 3, Census Tract 257.01, San Francisco County, California",60,15,45,58,24,0,0,31,0,3,2
"Block 3006, Block Group 3, Census Tract 257.01, San Francisco County, California",69,17,52,69,11,4,0,37,0,17,0
"Block 3007, Block Group 3, Census Tract 257.01, San Francisco County, California",135,26,109,132,17,15,0,91,0,9,3
"Block 3008, Block Group 3, Census Tract 257.01, San Francisco County, California",164,20,144,164,32,4,0,120,0,8,0
"Block 3009, Block Group 3, Census Tract 257.01, San Francisco County, California",100,22,78,93,32,6,0,47,0,8,7
"Block 3010, Block Group 3, Census Tract 257.01, San Francisco County, California",149,40,109,147,42,7,0,77,0,21,2
"Block 3011, Block Group 3, Census Tract 257.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3012, Block Group 3, Census Tract 257.01, San Francisco County, California",182,67,115,171,37,8,0,95,0,31,11
"Block 1000, Block Group 1, Census Tract 257.02, San Francisco County, California",1,0,1,1,0,0,0,1,0,0,0
"Block 1001, Block Group 1, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 257.02, San Francisco County, California",94,42,52,91,16,6,0,42,0,27,3
"Block 1003, Block Group 1, Census Tract 257.02, San Francisco County, California",241,77,164,223,49,13,0,117,0,44,18
"Block 1004, Block Group 1, Census Tract 257.02, San Francisco County, California",210,38,172,205,19,3,1,158,0,24,5
"Block 1005, Block Group 1, Census Tract 257.02, San Francisco County, California",160,38,122,159,27,0,4,104,0,24,1
"Block 1006, Block Group 1, Census Tract 257.02, San Francisco County, California",175,47,128,171,25,8,0,108,1,29,4
"Block 1007, Block Group 1, Census Tract 257.02, San Francisco County, California",164,39,125,164,32,5,0,93,3,31,0
"Block 1008, Block Group 1, Census Tract 257.02, San Francisco County, California",170,30,140,168,12,13,0,119,0,24,2
"Block 1009, Block Group 1, Census Tract 257.02, San Francisco County, California",86,32,54,84,8,9,0,42,0,25,2
"Block 1010, Block Group 1, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1014, Block Group 1, Census Tract 257.02, San Francisco County, California",111,47,64,108,19,3,0,54,0,32,3
"Block 2000, Block Group 2, Census Tract 257.02, San Francisco County, California",1,0,1,1,0,1,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 257.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
